Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected
4/13/2021,9:00 AM,4/13/2021,10:00 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
4/13/2021,4:49 PM,4/13/2021,8:30 PM,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,0,0
4/13/2021,12:37 AM,4/13/2021,4:19 AM,Wisconsin: Eau Claire County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
4/14/2021,10:19 AM,4/14/2021,11:39 AM,District of Columbia: Delaware: Maryland: New Jersey: Pennsylvania:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
4/21/2021,8:31 PM,4/21/2021,9:35 PM,Minnesota: Dakota County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
4/21/2021,1:13 PM,4/21/2021,2:10 PM,Texas: Travis County;,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
4/22/2021,4:43 PM,4/22/2021,5:14 PM,Wisconsin: Dane County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
4/22/2021,5:15 AM,Unknown,Unknown,California:,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel Supply Deficiency,0,0
4/24/2021,10:08 PM,4/24/2021,11:41 PM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
4/24/2021,9:00 PM,4/25/2021,10:43 AM,Alabama: Calhoun County; Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,137,18860
4/25/2021,8:20 AM,Unknown,Unknown,Tennessee: Davidson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
4/26/2021,11:18 AM,4/26/2021,1:00 PM,Maine: Kennebec County;,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
5/2/2021,7:58 PM,5/2/2021,8:22 PM,New Hampshire: Hillsborough County;,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
5/3/2021,11:21 AM,5/3/2021,11:53 AM,Oklahoma: Oklahoma County;,MRO,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
5/3/2021,7:52 AM,5/3/2021,7:53 AM,South Carolina: Cherokee County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
5/4/2021,3:45 PM,5/5/2021,10:00 AM,Arkansas:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,104027
5/4/2021,6:06 PM,5/5/2021,5:48 PM,Mississippi: Alabama: Georgia:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,175,24457
5/5/2021,11:50 AM,5/8/2021,11:50 AM,Michigan: Huron County;,RF,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
5/6/2021,5:00 PM,5/6/2021,5:15 PM,Missouri: Jasper County;,SERC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,0,0
5/10/2021,2:28 AM,5/10/2021,3:21 AM,Pennsylvania:,RF,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
5/10/2021,12:17 PM,5/10/2021,12:54 PM,"Indiana: Vanderburgh County, Warrick County, Posey County, Daviess County, Gibson County, Knox County, Spencer County;",RF,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
5/11/2021,11:01 PM,5/12/2021,8:29 AM,Texas: Kinney County;,TRE,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
5/11/2021,9:32 AM,5/11/2021,10:38 AM,Wisconsin: Iowa:,MRO,"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 
                continuous minutes or more.",System Operations,0,0
5/14/2021,10:00 PM,5/17/2021,6:00 AM,Idaho:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
5/14/2021,8:30 AM,5/14/2021,4:00 PM,Pennsylvania: Montgomery County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
5/18/2021,11:25 PM,5/19/2021,8:30 PM,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,125000
5/18/2021,12:15 PM,5/18/2021,8:18 PM,Delaware: New Castle County;,RF,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
5/20/2021,10:06 AM,5/20/2021,1:45 PM,Florida: Brevard County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,35000
5/20/2021,7:25 AM,5/20/2021,7:26 AM,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
5/24/2021,1:14 PM,5/24/2021,1:15 PM,Utah: San Juan County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
5/25/2021,12:56 PM,5/25/2021,1:41 PM,Ohio:,RF,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
5/27/2021,6:51 PM,5/28/2021,3:56 PM,California: Nevada:,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
5/27/2021,12:05 AM,5/27/2021,12:45 AM,Oregon: Multnomah County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
5/28/2021,9:24 PM,5/28/2021,9:25 PM,Florida: Duval County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,1850,10000
5/28/2021,8:00 PM,5/28/2021,9:29 PM,California: Riverside County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,0,655
5/28/2021,10:13 PM,5/28/2021,11:34 PM,Minnesota: St. Louis County;,MRO,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more. ,System Operations,0,0
6/6/2021,2:57 PM,6/6/2021,4:00 PM,Indiana: Clay County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
6/7/2021,10:27 PM,6/8/2021,12:33 AM,Minnesota: North Dakota:,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,23,1
6/7/2021,1:26 PM,6/7/2021,1:27 PM,"Texas: Somervell County, Ellis County;",TRE,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Generation Inadequacy,1435,0
6/7/2021,3:19 PM,6/7/2021,6:22 PM,New Mexico: San Juan County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
6/8/2021,3:00 PM,6/8/2021,3:01 PM,Texas: Liberty County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
6/9/2021,7:09 PM,6/9/2021,8:50 PM,New Mexico: San Juan County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
6/10/2021,10:28 PM,6/10/2021,11:07 PM,Kansas: Wyandotte County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,90,9800
6/11/2021,3:26 AM,6/11/2021,3:48 AM,South Dakota: Brown County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,0,0
6/14/2021,12:55 PM,6/18/2021,7:00 PM,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,0,0
6/14/2021,12:15 PM,6/18/2021,7:00 PM,Texas:,TRE,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,System Operations,0,0
6/14/2021,2:10 AM,6/14/2021,2:11 AM,Utah: Salt Lake County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
6/15/2021,11:55 AM,6/15/2021,9:17 PM,Texas:,TRE,Cyber event that could potentially impact electric power system adequacy or reliability.,Cyber Event,0,0
6/15/2021,11:30 AM,6/15/2021,1:35 PM,Kansas: Wyandotte County;,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
6/16/2021,10:40 AM,6/16/2021,10:43 AM,Louisiana: West Baton Rouge Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,7,1841
6/16/2021,4:10 AM,6/16/2021,6:39 AM,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
6/16/2021,10:25 AM,6/16/2021,3:16 PM,Florida: Alachua County;,SERC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,Vandalism,0,0
6/19/2021,6:54 PM,6/19/2021,9:01 PM,California: Alameda County;,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",System Operations,93,51806
6/21/2021,3:50 PM,6/21/2021,4:50 PM,Arkansas: Benton County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
6/21/2021,5:14 AM,6/21/2021,7:00 PM,Michigan:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,151852
6/23/2021,3:47 PM,6/23/2021,4:44 PM,Missouri: Boone County;,SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
6/24/2021,3:34 AM,6/24/2021,5:07 AM,California: Plumas County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Transmission Interruption,36,7621
6/24/2021,7:07 AM,6/24/2021,1:48 PM,Washington: Kittitas County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
6/27/2021,8:10 PM,6/27/2021,9:30 PM,North Dakota: Morton County;,MRO,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,4,1003
6/27/2021,2:27 AM,6/27/2021,3:30 AM,New York: Jefferson County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,982
6/28/2021,1:20 PM,Unknown,Unknown,"Washington: Spokane County, Stevens County, Lincoln County, Adams County, Whitman County; Idaho: Kootenai County, Bonner County, Shoshone County, Boundary County, Benewah County, Latah County, Nez Perce County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Severe Weather,44,0
6/28/2021,11:22 AM,Unknown,Unknown,North Carolina:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
6/29/2021,4:00 PM,Unknown,Unknown,"Michigan: Oakland County, Macomb County, Wayne County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,53000
6/30/2021,6:50 PM,Unknown,Unknown,Connecticut: Massachusetts: Rhode Island: Vermont: New Hampshire: Maine:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,0,53103
7/3/2021,11:08 PM,7/4/2021,2:16 AM,New Mexico: Bernalillo County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action. - 17. Facility Physical Threat,Vandalism,45,34509
7/4/2021,3:33 PM,7/4/2021,8:32 PM,Washington: Chelan County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Natural Disaster,0,0
7/5/2021,5:32 AM,7/5/2021,8:58 AM,New York:,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
7/5/2021,2:04 PM,7/5/2021,2:41 PM,Ohio: Kentucky:,RF/SERC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Transmission Interruption,0,0
7/6/2021,7:41 PM,7/6/2021,9:50 PM,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmisison Interruption,0,136827
7/7/2021,12:02 AM,7/7/2021,12:20 AM,Florida: Polk County;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,450,0
7/7/2021,3:30 PM,Unknown,Unknown,"Michigan: Macomb County, Oakland County, Monroe County, Livingston County, St. Clair County, Washtenaw County, Wayne County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,90000
7/8/2021,5:01 PM,7/8/2021,5:24 PM,New York:,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmisison Interruption,0,0
7/8/2021,8:29 PM,7/8/2021,8:33 PM,North Dakota: Stark County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmisison Interruption,88,0
7/9/2021,5:44 PM,7/9/2021,9:05 PM,California:,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Fuel Supply Deficiency,810,0
7/9/2021,8:25 PM,7/10/2021,9:00 PM,California: Shasta County;,WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Severe Weather,230,47000
7/10/2021,12:30 AM,7/10/2021,5:00 AM,Nebraska: Missouri:,MRO/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmisison Interruption,0,211500
7/10/2021,12:00 AM,7/11/2021,4:00 PM,Nebraska:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,188000
7/10/2021,1:55 AM,7/10/2021,1:56 AM,Missouri:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,52000
7/10/2021,6:00 PM,7/10/2021,9:00 PM,"Nevada: Clark County, Washoe County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Transmission Interruption,9000,1300000
7/10/2021,12:30 AM,7/10/2021,5:00 AM,Missouri: Nebraska:,MRO/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmisison Interruption,0,212500
7/11/2021,6:00 PM,7/11/2021,9:00 PM,"Nevada: Clark County, Washoe County;",WECC,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System,Transmission Interruption,9000,1300000
7/12/2021,3:51 PM,7/13/2021,5:00 PM,Colorado: Pueblo County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Sabotage,0,0
7/14/2021,2:15 PM,7/14/2021,2:16 PM,California: Plumas County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather/Transmisison Interruption,35,11000
7/18/2021,4:00 AM,7/18/2021,9:46 AM,Illinois: Cook County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
7/20/2021,4:21 PM,7/20/2021,5:00 PM,Ohio:,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
7/21/2021,2:45 PM,7/22/2021,12:00 PM,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,81503
7/22/2021,2:00 PM,7/22/2021,2:40 PM,California: Shasta County;,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,220,0
7/23/2021,8:09 AM,7/23/2021,8:30 AM,Minnesota: Hennepin County;,MRO/RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,15,3500
7/23/2021,8:20 AM,7/23/2021,10:45 AM,Virginia: West Virginia:,RF/SERC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
7/24/2021,8:30 PM,Unknown,Unknown,"Michigan: Wayne County, Oakland County, Livingston County, Macomb County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,225949
7/26/2021,7:54 AM,Unknown,Unknown,Nevada: Clark County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
7/28/2021,12:54 PM,7/28/2021,3:42 PM,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
7/30/2021,8:02 AM,7/30/2021,9:34 AM,Wisconsin:,MRO,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Cyber Event,0,0
8/1/2021,9:00 AM,8/4/2021,9:00 AM,Nevada: Clark County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
8/1/2021,11:37 PM,8/2/2021,12:00 AM,"California: Humboldt County, Trinity County;",WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,95,65888
8/2/2021,6:23 AM,8/2/2021,3:55 PM,Texas: Hays County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,43,19000
8/2/2021,12:18 AM,8/2/2021,10:47 AM,Texas: Hays County;,TRE,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Severe Weather/Transmission Interruption,24,9400
8/3/2021,7:05 AM,8/3/2021,7:32 AM,Texas: Cameron County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
8/3/2021,4:35 AM,8/3/2021,5:28 AM,Oregon: Linn County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,4,0
8/10/2021,10:30 PM,8/13/2021,4:38 PM,"Michigan: Allegan County, Antrim County, Barry County, Benzie County, Branch County, Calhoun County, Clare County, Clinton County, Crawford County, Eaton County, Genesee County, Gladwin County, Grand Traverse County, Gratiot County, Hillsdale County, Ingham County, Ionia County, Isabella County, Jackson County, Kalamazoo County, Kalkaska County, Kent County, Lake County, Leelanau County, Manistee County, Mason County, Mecosta County, Midland County, Missaukee County, Montcalm County, Muskegon County, Newaygo County, Oakland County, Oceana County, Ogemaw County, Osceola County, Oscoda County, Otsego County, Ottawa County, Roscommon County, Saginaw County, Shiawassee County, St. Joseph County, Van Buren County, Wexford County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,372600
8/10/2021,8:30 PM,8/11/2021,7:00 PM,Illinois:,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,318761
8/10/2021,8:00 PM,Unknown,Unknown,"Wisconsin: Waukesha County, Milwaukee County, Kenosha County, Racine County, Washington County, Ozaukee County;",RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,233000
8/11/2021,3:35 PM,Unknown,Unknown,"Michigan: Huron County, Macomb County, Lapeer County, Macomb County, Monroe County, Oakland County, St. Clair County, Tuscola County, Wayne County, Washtenaw County, Livingston County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,700000
8/11/2021,7:12 PM,8/11/2021,9:49 PM,Ohio:,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,92109
8/12/2021,6:57 PM,8/13/2021,6:00 AM,Illinois: Missouri:,RF/SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,101000
8/12/2021,10:03 PM,8/12/2021,10:44 PM,Massachusetts:,NPCC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,0,0
8/15/2021,5:17 PM,8/16/2021,3:30 AM,California: Solano County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Actual Physical Attack,0,0
8/16/2021,4:11 PM,8/16/2021,4:31 PM,Montana: Flathead County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
8/17/2021,7:15 PM,8/18/2021,5:45 PM,"California: Butte County, Colusa County, Glenn County, Lake County, Lassen County, Mendocino County, Napa County, Plumas County, Shasta County, Sierra County, Solano County, Sonoma County, Tehama County, Trinity County, Yolo County;",WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,234,71000
8/17/2021,2:00 PM,8/18/2021,2:00 PM,California: Kern County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
8/18/2021,11:40 AM,8/18/2021,12:13 PM,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,0,0
8/20/2021,3:35 PM,8/20/2021,4:35 PM,California: Nevada County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,0,0
8/20/2021,2:00 AM,8/20/2021,3:00 AM,Oregon: Washington: Idaho: Utah: Salt Lake County; Wyoming:,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Vandalism,0,0
8/21/2021,10:14 AM,8/21/2021,10:52 AM,Idaho: Elmore County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,418
8/22/2021,12:11 PM,8/23/2021,4:30 PM,Connecticut: Massachusetts: Maine: Rhode Island: Vermont:,NPCC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,28134
8/24/2021,9:37 PM,Unknown,Unknown,"Michigan: Huron County, Lapeer County, Macomb County, Monroe County, Oakland County, St. Clair County, Wayne County, Washtenaw County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,65000
8/24/2021,5:00 PM,8/26/2021,2:07 PM,"Michigan: Arenac County, Bay County, Clare County, Genesee County, Gladwin County, Gratiot County, Isabella County, Iosco County, Kalamazoo County, Kent County, Barry County, Missaukee County, Montcalm County, Muskegon County, Newaygo County, Mecosta County, Midland County, Saginaw County, Ottawa County, Van Buren County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,84987
8/27/2021,6:16 AM,8/27/2021,10:14 AM,Arkansas: Pulaski County;,SERC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
8/29/2021,11:30 AM,Unknown,Unknown,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,0
8/29/2021,6:04 PM,8/31/2021,10:36 PM,Louisiana: St. Charles Parish;,SERC,Complete loss of off-site power (LOOP) affecting a nuclear generating station per the Nuclear Plant Interface Requirements.,Severe Weather,0,0
8/29/2021,6:00 PM,9/3/2021,1:41 PM,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,91315
8/29/2021,10:39 PM,9/3/2021,8:38 AM,Louisiana:,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,50000
8/29/2021,8:25 PM,Unknown,Unknown,New York:,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,796,0
8/29/2021,9:32 AM,8/29/2021,9:32 PM,Louisiana: Pointe Coupee Parish;,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,0,0
8/29/2021,5:53 PM,Unknown,Unknown,Louisiana:,SERC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,Severe Weather,0,0
8/30/2021,9:17 PM,9/1/2021,3:19 PM,Florida: Leon County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,0,0
9/1/2021,6:22 AM,9/1/2021,3:56 PM,California: Santa Clara County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,0,0
9/1/2021,5:30 PM,9/2/2021,2:00 AM,"Pennsylvania: Bucks County, Chester County, Delaware County, Montgomery County, Philadelphia County, York County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,252740
9/2/2021,2:07 PM,9/2/2021,2:10 PM,Texas: Williamson County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,0,0
9/7/2021,5:30 PM,9/9/2021,9:00 AM,"Michigan: Osceola County, Kalamazoo County, Van Buren County, Saginaw County, Arenac County, Lake County, Clare County, Mecosta County;",RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,80000
9/7/2021,8:00 PM,9/9/2021,7:00 AM,Michigan: Wayne County;,RF,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,0,60000
9/8/2021,12:15 PM,9/8/2021,12:38 PM,North Dakota: Cass County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,37,1
